board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Slash Floater Narwal,https://thegoodride.com/snowboard-reviews/slash-floater-narwal-2016-2019-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"8-10, 10-12",Tunisia,Directional,Flat to Rocker,Centered,Feels Normal,Great,Good,Good,Great,Average,Average,Good,Poor,Average,"['2016', '2019']",mens,2CIJNJXtbY+6IQo92tNJ5HxCWH8=
Slash Happy Place,https://thegoodride.com/snowboard-reviews/slash-happy-place-2014-2019-snowboard-review,Liked it!,Freestyle,Beginner - Expert,8-10,Tunisia by Nidecker,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Average,Average,Great,Great,Good,Great,Good,"['2014', '2019']",mens,iXQVgtzgYwua4DOoWcVodZmquqY=
Slash Straight Narwal,https://thegoodride.com/snowboard-reviews/slash-straight-narwal-2013-2019-snowboard-review,Liked it!,Freeride,Beginner - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Great,Great,Average,Average,Poor,Good,"['2013', '2019']",mens,xoiMEobe0TaOOcnR304PDE5perI=
Smokin Awesymmetrical,https://thegoodride.com/snowboard-reviews/smokin-awesymmetrical-2014-2017-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Lake Tahoe USA,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Excellent,Great,Great,Great,"['2014', '2017']",mens,d1teF1fvFBKjtLbWiaA6XCx4N58=
Smokin Buck Ferton,https://thegoodride.com/snowboard-reviews/smokin-buck-ferton-2013-2017-snowboard-review,None,Freestyle,Beginner - Expert,8-10,Lake Tahoe USA,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,,Good,Good,Good,Great,Great,Great,Great,"['2013', '2017']",mens,6rMIP4y00gQkmqNbmrXni95vplU=
Smokin KT-22,https://thegoodride.com/snowboard-reviews/smokin-kt-22-2013-2017-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",Lake Tahoe USA,Directional,Directional Camber,Setback over 20mm,Feels Heavy,Good,Great,Great,Great,Good,Good,Good,Average,Good,"['2013', '2017']",mens,EERGqmCDRQKGf7CALpEA+gHtmUE=
Smokin Superpark Clash Rocker,https://thegoodride.com/snowboard-reviews/smokin-superpark-clash-rocker-review-and-buying-advice,Liked it!,Freestyle,Intermediate - Expert,"8-10, 10-12",Lake Tahoe USA,True Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Great,Great,Good,Great,[],mens,njNeLhpWpcg1Gju8TmjOy6JDhCE=
Snofisk Puckerfisk,https://thegoodride.com/snowboard-reviews/snofisk-puckerfisk-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"< 8, 8-10, 10-12",USA,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Good,Good,Good,Poor,Good,Average,Average,['2018'],mens,roC/ytK2XY8gtRhIwQnUp+y2YKo=
Snoplanks Asym Fish,https://thegoodride.com/snowboard-reviews/snoplanks-asym-fish-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,USA by SnoPlanks,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens,f/6LKzq7/FSK3bJt3pUEUhoYCwI=
SnoPlanks Model A,https://thegoodride.com/snowboard-reviews/snoplanks-model-a-2020-snowboard-review,None,Freeride,Intermediate - Expert,8-10,USA by SnoPlanks,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Great,Average,Good,Poor,Good,['2020'],mens,o7HXMjZgpFbvAlO0FtiLk8OtrRY=
SnoPlanks SnoBlunt,https://thegoodride.com/snowboard-reviews/snoplanks-snoblunt-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,8-10,USA by SnoPlanks,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Good,Good,Good,['2020'],mens,sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=
Soul Flashback,https://thegoodride.com/snowboard-reviews/soul-flashback-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Light,Good,Excellent,Excellent,Good,Average,Average,Good,Poor,Good,['2019'],mens,FCAIQno4y+tqmy9MDbjG5o/h2Rc=
Soul Frequent Flyer,https://thegoodride.com/snowboard-reviews/soul-frequent-flyer-snowboard-review,None,Freeride,Advanced - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Great,Great,Good,Average,Average,Good,Average,Good,[],mens,9siwm5Eum7nkeiN0QzeGB0+KZSk=
Soul Pitch Wing,https://thegoodride.com/snowboard-reviews/soul-pitch-wing-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Great,[],mens,IOzBDCymMwJAOSpmv2oUWdsxt94=
Soul Pocket Rocket,https://thegoodride.com/snowboard-reviews/soul-pocket-rocket-2020-snowboard-review,None,Powder,Advanced - Expert,8-10,China,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Poor,Poor,Average,Average,Poor,Average,Poor,Poor,['2020'],mens,0ovPKfaszfD7maAZRxfmbgGK+e0=
Soul Samurai,https://thegoodride.com/snowboard-reviews/soul-samurai-2019-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12, > 12",China,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Average,Good,"['2019', '2020']",mens,vfj/SZMcuHCNbMbfe5CZWJg1k7Y=
Soul Scrambler,https://thegoodride.com/snowboard-reviews/soul-scrambler-2019-snowboard-review,None,Alternative Freeride,Advanced - Expert,"< 8, 8-10",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Light,Great,Excellent,Great,Good,Average,Poor,Good,Poor,Good,['2019'],mens,4iHzebdKPKizxI6Spd943Ri4uAY=
Soul Snow Wave,https://thegoodride.com/snowboard-reviews/soul-snow-wave-snowboard-review,None,Powder,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Continuous Rocker,Setback over 20mm,Feels Normal,Excellent,Average,Poor,Average,Poor,Poor,Average,Poor,Poor,[],mens,r8C3AMRLXs50com1K/xPo38yG0o=
Stone Barrel,https://thegoodride.com/snowboard-reviews/stone-barrel-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Average,Good,Good,Good,['2020'],mens,C0R1Tv/LDO7IdLxvlIhxBQm8MwM=
Stone Dirty Fish,https://thegoodride.com/snowboard-reviews/stone-dirty-fish-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Poor,Average,Poor,Average,['2020'],mens,mcJ18zJ2J56Rf1fQyzeZet8Ae2o=
Stone Message,https://thegoodride.com/snowboard-reviews/stone-message-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,Europe,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Great,Excellent,Average,Great,['2020'],mens,8OIQOEo7A2jhdf3nIOf1iNtXRoY=
Stone Mini-Gun,https://thegoodride.com/snowboard-reviews/stone-mini-gun-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,8-10,Europe,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,['2020'],mens,Chnpo/SjaQgXN3dG364o5cyFb8c=
Stone Natural,https://thegoodride.com/snowboard-reviews/stone-natural-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Traditional Camber,Setback -20mm,Feels Normal,Average,Great,Great,Great,Great,Good,Great,Poor,Great,['2020'],mens,AUcsgH6pKMN4aV1tk2LmRRZLdro=
Stone Topo,https://thegoodride.com/snowboard-reviews/stone-topo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Poland,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Average,Poor,Good,['2020'],mens,xL11aupvmEPi3nEOlyyjoNyBmCo=
United Shapes Deep Reach,https://thegoodride.com/snowboard-reviews/united-shapes-deep-reach-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Average,Average,Average,[],mens,SQtAILCmwKeoQPKxr6yI6M3/Fkg=
United Shapes Orbit,https://thegoodride.com/snowboard-reviews/united-shapes-orbit-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Good,Poor,Average,[],mens,xyg+nNM8hGTKJOlem78v9snLCXI=
United Shapes Pioneer,https://thegoodride.com/snowboard-reviews/united-shapes-pioneer-2018-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Good,Great,Average,Good,Average,Good,['2018'],mens,e+fNaAgEjvW1VOk8EjwmzmD3IfM=
Venture Storm,https://thegoodride.com/snowboard-reviews/venture-storm-2011-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Excellent,Good,Good,Great,Good,Average,Average,Poor,Poor,"['2011', '2018']",mens,d8GYV999rNLEt1C+2JdIT3VHOoY=
Venture Zelix,https://thegoodride.com/snowboard-reviews/venture-zelix-2014-2018-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",USA by Venture,Tapered Directional,Flat to Rocker,Setback -20mm,Feels Light,Good,Good,Average,Good,Good,Good,Good,Average,Good,"['2014', '2018']",mens,qTUA61DKKWqVXPCMIaJY74rQRzQ=
Weston Backwoods,https://thegoodride.com/snowboard-reviews/weston-backwoods-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -10mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,['2020'],mens,9UnnGPLv24lVgPK8BtDpTHvntsc=
Weston Logger,https://thegoodride.com/snowboard-reviews/weston-logger-2020-snowboard-review,None,Freestyle,Beginner - Expert,"8-10, 10-12",China,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Average,Average,Great,Good,Great,Good,['2020'],mens,AODzaWIxNnNzm08nkBX8WkY1aSQ=
Weston Range,https://thegoodride.com/snowboard-reviews/weston-range-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",China,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Average,Good,['2020'],mens,hkyr6Px/mhAMELBQNS/Vn/D6q7c=
YES 2020,https://thegoodride.com/snowboard-reviews/yes-2020-2016-2019-snowboard-review,Liked it!,Powder,Advanced - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Great,Average,Good,Good,Good,Great,Good,Average,Average,"['2020', '2016', '2019']",mens,g7QUc9azHeq2J3A0UuYH9T4W28c=
YES 420,https://thegoodride.com/snowboard-reviews/yes-420-2013-2021-snowboard-review,Pretty Good,Powder,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Excellent,Good,Good,Good,Good,Average,Average,Average,Poor,"['2013', '2021']",mens,ZoxKDYg0Yqfxb47hHyF4NDchY1Y=
Yes 420 Powder Hull,https://thegoodride.com/snowboard-reviews/yes-420-powder-hull-2017-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Great,Good,Good,Good,Average,Average,Good,Poor,Average,"['2017', '2020']",mens,RrTN3ZSYnRs8wLwzWlZ1sfUXoMs=
YES Basic,https://thegoodride.com/snowboard-reviews/yes-basic-2010-2020-snowboard-review,None,Freestyle,Beginner - Expert,"< 8, 8-10, 10-12",SWS in Dubai,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Good,Great,Great,Good,Good,Great,"['2010', '2020']",mens,rl9S6Elf3Lyktw7nSD7ys7K6nyY=
YES Basic Decade,https://thegoodride.com/snowboard-reviews/yes-basic-decade-2019-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Light,Good,Good,Good,Good,Average,Great,Great,Average,Great,['2019'],mens,ncHVrlZWiMJSRKmPEigmmR/YAfc=
YES Ghost,https://thegoodride.com/snowboard-reviews/yes-ghost-2011-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Good,Great,Great,Average,Great,"['2011', '2020']",mens,E4tUzRt/rudKtSRbjLEdtyzuZ+k=
Yes Globe NSB,https://thegoodride.com/snowboard-reviews/yes-globe-nsb-2020-snowboard-review,None,All Mountain,Intermediate - Expert,8-10,Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Great,Great,Great,Great,Average,Great,['2020'],mens,CfK/Qd0HgeFTWTv7myngp6PknbE=
YES Greats,https://thegoodride.com/snowboard-reviews/yes-greats-2011-2020-snowboard-review,Loved it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Asymmetrical Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Excellent,Great,Good,Great,"['2011', '2020']",mens,/HAU8qfWgDTUxpsDw0tHbL4eoW4=
YES Hybrid,https://thegoodride.com/snowboard-reviews/yes-hybrid-2020-2021-snowboard-review,None,Alternative Freeride,Intermediate - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Average,"['2020', '2021']",mens,sOv8I0rdjbPnU7xUKTdrEjF6P+s=
YES Jackpot,https://thegoodride.com/snowboard-reviews/yes-jackpot-2012-2020-snowboard-review,None,Freestyle,Beginner - Expert,8-10,Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Average,Great,Great,Good,Great,Great,"['2012', '2020']",mens,tR2hGUScuddcUqCseJPrT4monbo=
Yes Libre,https://thegoodride.com/snowboard-reviews/yes-libre-2018-2020-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -5mm,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Good,"['2018', '2020']",mens,Obt6mh96U+x3H997peg17RIc/5s=
YES Optimistic,https://thegoodride.com/snowboard-reviews/yes-optimistic-2011-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Excellent,Excellent,Good,Average,Average,Good,Poor,Average,"['2011', '2020']",mens,jwgNKKwU0qTGLPNuW3c+Z4h6PwU=
YES Pick Your Line,https://thegoodride.com/snowboard-reviews/yes-pick-your-line-2012-2020-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -10mm,Feels Normal,Great,Good,Good,Great,Great,Average,Good,Poor,Good,"['2012', '2020']",mens,YjIt28ENY2jhLrBKR0wyNrEVwLo=
YES PRO20,https://thegoodride.com/snowboard-reviews/yes-pro20-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Normal,Excellent,Great,Great,Great,Good,Average,Good,Poor,Poor,['2021'],mens,lyjkzKBWPzM50bOqoEmGxk79VwM=
YES Standard,https://thegoodride.com/snowboard-reviews/yes-standard-2015-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Good,"['2015', '2020']",mens,zC2+tj0Wr2wq2ALKEAMQ4xCv8UM=
Yes The Y,https://thegoodride.com/snowboard-reviews/yes-the-y-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Great,Great,Average,Poor,Average,Poor,Average,['2020'],mens,iOpe05dpp9n349dC50gz35GlRQk=
YES Typo,https://thegoodride.com/snowboard-reviews/yes-typo-2016-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -5mm,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,"['2016', '2020']",mens,YUH4AtV8qbYAF7otBh5lzjQ1i/I=
Alloy Pandora,https://thegoodride.com/snowboard-reviews/alloy-pandora-women's-2019-snowboard-review,None,All Mountain Freestyle,Expert,Women's,Tunisia by Nidecker,Directional Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Excellent,Great,Good,Great,Excellent,Average,Excellent,['2019'],womens,ug57aie0O3p+nDU4+tK8jaF3v/Y=
Arbor Ethos,https://thegoodride.com/snowboard-reviews/arbor-ethos-2021-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Intermediate,"Women's, < 8, 8-10",Dubai by SWS,Directional Twin,Continuous Rocker,Setback -5mm,Feels Normal,Good,Good,Poor,Average,Good,Great,Good,Great,Average,['2021'],womens,qD9B3xxTvWoz9qQVaRzBjclTc6Y=
Arbor Poparazzi Camber,https://thegoodride.com/snowboard-reviews/arbor-poparazzi-camber-2021-snowboard-review,Liked it!,All Mountain,Intermediate - Advanced,"Women's, < 8, 8-10",Dubai by SWS,Directional Twin,Traditional Camber,Centered,Feels Normal,Average,Great,Good,Good,Great,Excellent,Great,Good,Great,['2021'],womens,W1OFJ/DT9c2FFeNfr+jvX8CB0Hw=
Arbor Swoon,https://thegoodride.com/snowboard-reviews/arbor-swoon-2011-2018-snowboard-review,Pretty Good,All Mountain Freestyle,Beginner - Expert,Women's,Dubai by SWS,Directional Twin,Continuous Rocker,Centered,Feels Normal,Average,Average,Average,Average,Excellent,Great,Excellent,Good,Good,"['2011', '2018']",womens,BXW8zwQDiv+zfWDSTWaeCy5+4H8=
Arbor Swoon Camber,https://thegoodride.com/snowboard-reviews/arbor-swoon-camber-snowboard-review-and-buying-advice,Pretty Good,All Mountain Freestyle,Advanced - Expert,Women's,Dubai by SWS,Directional Twin,Mostly Camber,Centered,Feels Normal,Average,Good,Great,Great,Good,Great,Excellent,Good,Great,[],womens,d03qA2ltc6XyZexwLShXkTSrft0=
Arbor Veda,https://thegoodride.com/snowboard-reviews/arbor-veda-2021-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"Women's, < 8, 8-10, 10-12",Dubai by SWS,Tapered Directional,Traditional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Poor,Good,['2021'],womens,9ml40HeKiNBqyqpuPsXmsoXb46I=
Arbor Womens Clovis,https://thegoodride.com/snowboard-reviews/arbor-womens-clovis-2021-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"Women's, < 8, 8-10, 10-12",Dubai by SWS,Tapered Directional,Mostly Camber,Centered,Feels Heavy,Good,Great,Good,Great,Great,Average,Good,Average,Good,['2021'],womens,avAre12G8EpIEtu34Nm+DN3rN5o=
Burton Day Trader,https://thegoodride.com/snowboard-reviews/burton-day-trader-2014-2019-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,Women's,China,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Good,Average,Good,Great,Average,Average,Average,Average,"['2014', '2019']",womens,Ne/pbNhyLxrv6tMf3Kv6WbePB1I=
Burton Deja Vu,https://thegoodride.com/snowboard-reviews/burton-deja-vu-2012-2018-snowboard-review,Pretty Good,All Mountain,Beginner - Advanced,Women's,China,Directional Twin,Hybrid Rocker,Setback -12.5mm,Feels Normal,Good,Average,Average,Good,Great,Great,Great,Good,Average,"['2012', '2018']",womens,4Uoh9Um7Tl8Z2KQc+zRWeKjI+X4=
Burton Feelgood,https://thegoodride.com/snowboard-reviews/burton-feelgood-review-and-buying-advice,Liked it!,All Mountain,Intermediate - Expert,Women's,China,Twinish,Traditional Camber,Setback -12.5mm,Feels Normal,Poor,Great,Great,Great,Good,Good,Good,Average,Good,[],womens,T1IVlTISIIeH2eV5nCbbUewH2RE=
Burton  Rewind,https://thegoodride.com/snowboard-reviews/burton-rewind-2020-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"Women's, < 8, 8-10",None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Average,Great,Good,Great,Great,Good,Great,['2020'],womens,duEajCQFNupBKVIynAvxgB7gj9Q=
Burton Stick Shift,https://thegoodride.com/snowboard-reviews/burton-stick-shift-2019-snowboard-review,Liked it!,Powder,Advanced - Expert,Women's,Austria,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Good,Average,Good,Good,Poor,Average,Average,Average,['2019'],womens,/Tb8WZ5wAEnjNcbjqBWzbdsxFgA=
Burton Story Board,https://thegoodride.com/snowboard-reviews/burton-story-board-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,Women's,Austria,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Great,Great,Good,Average,Good,Poor,Good,['2019'],womens,2reCoeAwMYYPuisHeXm0WZEc9Aw=
Burton Womens Super Bueno,https://thegoodride.com/snowboard-reviews/burton-womens-super-bueno-2020-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"Women's, 8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Average,Great,Poor,Good,['2020'],womens,yxxHUVjN8v7KAnvB5kH6oJLbW/s=
Capita Birds Of A Feather,https://thegoodride.com/snowboard-reviews/capita-birds-of-a-feather-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,Women's,Austria at The Mothership,True Twin,Hybrid Camber,Centered,Feels Light,Poor,Good,Average,Good,Good,Great,Great,Good,Good,"['2013', '2019']",womens,BrCZuACc4eyZHjJaRGOUZ1TjYv4=
Capita Jess Kimura Pro,https://thegoodride.com/snowboard-reviews/capita-jess-kimura-pro-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,Women's,Austria at The Mothership,Directional Twin,Directional Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Good,Good,Average,Good,['2019'],womens,gx1FTIajoLxoZEUfdubcZGOsXMk=
Capita Paradise Falls,https://thegoodride.com/snowboard-reviews/capita-paradise-falls-2017-2019-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,Women's,Austria by The Mothership,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Good,"['2017', '2019']",womens,T6wB4a5atClIjDnnU2HWaclt5iU=
Capita Space Metal Fantasy,https://thegoodride.com/snowboard-reviews/capita-space-metal-fantasy-2010-2019-snowboard-review,Loved it!,Jib / Street,Intermediate - Expert,Women's,Austria at The Mothership,True Twin,Flat to Rocker,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Good,Great,Average,"['2010', '2019']",womens,fe1D67zhEzzx8QO1dJQTXFOCFKQ=
Decathlon Serenity 100,https://thegoodride.com/snowboard-reviews/decathlon-serenity-100-2020-review,Pretty Good,All Mountain,Beginner - Intermediate,"Women's, < 8, 8-10",None,Directional Twin,Traditional Camber,Setback -10mm,Feels Heavy,Average,Good,Great,Great,Good,Good,Good,Poor,Good,['2020'],womens,kjG4sBK2bXYTf+xp169VX9KmUj4=
Decathlon Serenity 500,https://thegoodride.com/snowboard-reviews/decathlon-serenity-500-2020-snowboard-review,Pretty Good,All Mountain,Intermediate - Advanced,"Women's, < 8, 8-10, 10-12",None,Directional,Directional Camber,Setback -15mm,Feels Heavy,Good,Good,Great,Great,Good,Average,Average,Poor,Average,['2020'],womens,5BBPNPKZtzqrsc+Gsz1fOwCZy50=
Decathlon Womens Bullwhip 700 Dreamscape,https://thegoodride.com/snowboard-reviews/decathlon-womens-bullwhip-700-dreamscape-2020-snowboard-review,Liked it!,Aggressive All Mountain,Advanced - Expert,"Women's, 8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Heavy,Great,Great,Great,Great,Good,Poor,Average,Poor,Average,['2020'],womens,rZtRtU19VjJbUlFR2pLc7WBiimA=
Decathlon Womens Endzone 500,https://thegoodride.com/snowboard-reviews/decathlon-womens-endzone-500-2020-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Advanced,"Women's, < 8, 8-10",None,True Twin,Flat to Rocker,Centered,Feels Heavy,Good,Good,Average,Good,Good,Great,Good,Good,Average,['2020'],womens,lv83xQ1GH+yEVFlbhmrQVleaskQ=
Elevated Surf Craft Minni Driver,https://thegoodride.com/snowboard-reviews/elevated-surf-craft-minni-driver-2020-snowboard-review,Pretty Good,Alternative Freeride,Intermediate - Expert,"Women's, < 8, 8-10, 10-12, > 12",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Great,Poor,Good,['2020'],womens,asMhM4Q3gLislZS42gHk8iV3AYE=
Elevated Surf Craft Minni Fish,https://thegoodride.com/snowboard-reviews/elevated-surf-craft-minni-fish-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"Women's, < 8, 8-10, 10-12, > 12",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Good,['2020'],womens,GBVfX5tZP8GEJiupudclCRYTDi4=
Endeavor Womens Alpha,https://thegoodride.com/snowboard-reviews/endeavor-womens-alpha-2020-snowboard-review,Liked it!,Aggressive All Mountain,Advanced - Expert,"Women's, 8-10, 10-12, > 12",None,Directional Twin,Traditional Camber,None,Feels Normal,Poor,Great,Excellent,Excellent,Poor,Good,Average,Poor,Average,['2020'],womens,1FWOk4SWmC/AEG7Ou3iLPiNEMis=
Endeavor Womens Archetype,https://thegoodride.com/snowboard-reviews/endeavor-womens-archetype-2020-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,"Women's, 8-10, 10-12, > 12",None,Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Poor,Good,['2020'],womens,fSfpXHPXAdpkdN78E4HL4W5Ghbk=
Endeavor Womens Clout,https://thegoodride.com/snowboard-reviews/endeavor-womens-clout-2020-snowboard-review,Liked it!,All Mountain,Intermediate - Advanced,"Women's, 8-10, 10-12, > 12",None,Directional Twin,Traditional Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Great,Average,Great,['2020'],womens,3f9dZji+KM/5PAUNBvkc33+dXTM=
